cluster_rep	name_	member_ids	locus	assembly	n_members	n_chromosomes	n_plasmids	virus_percent	product	avg_iso	phylum	species	mean_length	percent_cas13
YP_009352417.1	[]	['YP_009352417.1', 'WP_060772500.1']	['AcrIIA7']	['GCF_001542815.1_ASM154281v1', 'GCF_002080335.1_ViralProj381660']	2	0.0	0.5	0.5	['hypothetical protein']	5.0362548828125	['a-proteobacteria', 'viruses']	['Methylobacterium', 'Rhizobium']	66.0	0.0
YP_009352418.1	[]	['YP_009352418.1', 'WP_060772499.1']	['AcrIIA7']	['GCF_001542815.1_ASM154281v1', 'GCF_002080335.1_ViralProj381660']	2	0.0	0.5	0.5	['hypothetical protein', 'putative partition ParB-like nuclease protein']	4.69891357421875	['a-proteobacteria', 'viruses']	['Methylobacterium', 'Rhizobium']	222.0	0.0
YP_009352419.1	[]	['YP_009352419.1']	['AcrIIA7']	['GCF_002080335.1_ViralProj381660']	1	0.0	0.0	1.0	['hypothetical protein']	5.46099853515625	['viruses']	['Rhizobium']	139.0	0.0
YP_009352422.1	[]	['YP_009352422.1']	['AcrIIA7']	['GCF_002080335.1_ViralProj381660']	1	0.0	0.0	1.0	['hypothetical protein']	4.80206298828125	['viruses']	['Rhizobium']	66.0	0.0
YP_009352424.1	[]	['YP_009352424.1']	['AcrIIA7']	['GCF_002080335.1_ViralProj381660']	1	0.0	0.0	1.0	['hypothetical protein']	9.91058349609375	['viruses']	['Rhizobium']	78.0	0.0
YP_009352425.1	[]	['WP_060772491.1', 'YP_009352425.1']	['AcrIIA7']	['GCF_001542815.1_ASM154281v1', 'GCF_002080335.1_ViralProj381660']	2	0.0	0.5	0.5	['hypothetical protein']	4.66729736328125	['a-proteobacteria', 'viruses']	['Methylobacterium', 'Rhizobium']	232.0	0.0
WP_013254749.1	[]	['WP_013254749.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.54473876953125	['spirochetes']	['Sediminispirochaeta']	355.0	0.0
WP_083771525.1	[]	['WP_083771525.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	1	1.0	0.0	0.0	['glyoxalase']	9.91326904296875	['spirochetes']	['Sediminispirochaeta']	76.0	0.0
WP_013254752.1	[]	['WP_013254752.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	1	1.0	0.0	0.0	['DNA-binding protein']	8.00665283203125	['spirochetes']	['Sediminispirochaeta']	81.0	0.0
WP_013255345.1	[]	['WP_013255345.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	1	1.0	0.0	0.0	['DNA-binding protein']	9.52056884765625	['spirochetes']	['Sediminispirochaeta']	104.0	0.0
WP_013255099.1	[]	['WP_013255347.1', 'WP_013254750.1', 'WP_013255099.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	3	1.0	0.0	0.0	['DNA-binding protein', 'XRE family transcriptional regulator']	6.147115071614583	['spirochetes']	['Sediminispirochaeta']	117.33333333333333	0.0
WP_013255346.1	[]	['WP_013255346.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	1	1.0	0.0	0.0	['hypothetical protein']	5.37103271484375	['spirochetes']	['Sediminispirochaeta']	151.0	0.0
WP_041866104.1	[]	['WP_041866104.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.69525146484375	['spirochetes']	['Sediminispirochaeta']	68.0	0.0
WP_013254753.1	[]	['WP_013254753.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	2	1.0	0.0	0.0	['hypothetical protein']	6.00079345703125	['spirochetes']	['Sediminispirochaeta']	67.0	0.0
WP_013255349.1	[]	['WP_013254755.1', 'WP_013255349.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	2	1.0	0.0	0.0	['hypothetical protein']	6.8336181640625	['spirochetes']	['Sediminispirochaeta']	84.0	0.0
WP_013255350.1	[]	['WP_013254756.1', 'WP_013255350.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	2	1.0	0.0	0.0	['hypothetical protein']	5.03045654296875	['spirochetes']	['Sediminispirochaeta']	367.0	0.0
WP_013255351.1	[]	['WP_013254757.1', 'WP_013255351.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	2	1.0	0.0	0.0	['hypothetical protein']	5.1722412109375	['spirochetes']	['Sediminispirochaeta']	216.0	0.0
WP_013255352.1	[]	['WP_013254758.1', 'WP_013255352.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	2	1.0	0.0	0.0	['hypothetical protein']	8.5123291015625	['spirochetes']	['Sediminispirochaeta']	212.0	0.0
WP_013255353.1	[]	['WP_013255353.1', 'WP_013254759.1']	['AcrIIA7']	['GCF_000143985.1_ASM14398v1']	2	1.0	0.0	0.0	['hypothetical protein']	5.1600341796875	['spirochetes']	['Sediminispirochaeta']	157.0	0.0
WP_053339019.1	[]	['WP_053339019.1']	['AcrIIA7']	['GCF_002943545.1_ASM294354v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.93438720703125	['firmicutes']	['Lactobacillus']	106.0	0.0
YP_004890118.1	[]	['WP_116843511.1', 'YP_004890118.1']	['AcrIIA7']	['GCF_001302645.1_ASM130264v1', 'GCF_002286275.1_ASM228627v1', 'GCF_002850015.1_ASM285001v1', 'GCF_002868775.1_ASM286877v1', 'GCF_002943545.1_ASM294354v1', 'GCF_003076435.1_ASM307643v1', 'GCF_003410375.1_ASM341037v1', 'GCF_003428355.1_ASM342835v1']	8	1.0	0.0	0.0	['DUF2829 domain-containing protein', 'hypothetical protein']	9.680007934570312	['firmicutes']	['Lactobacillus']	59.75	0.0
WP_101873192.1	[]	['WP_101873192.1']	['AcrIIA7']	['GCF_002850015.1_ASM285001v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.74859619140625	['firmicutes']	['Lactobacillus']	59.0	0.0
WP_101873193.1	[]	['WP_009113360.1', 'WP_101873193.1']	['AcrIIA7', 'lys3']	['GCF_002850015.1_ASM285001v1', 'GCF_005484965.1_ASM548496v1']	2	1.0	0.0	0.0	['KTSC domain-containing protein']	8.0460205078125	['enterobacteria', 'firmicutes']	['Brenneria', 'Lactobacillus']	70.5	0.0
WP_101873194.1	[]	['WP_101873194.1']	['AcrIIA7']	['GCF_002850015.1_ASM285001v1']	1	1.0	0.0	0.0	['hypothetical protein']	6.48748779296875	['firmicutes']	['Lactobacillus']	85.0	0.0
WP_024002530.1	[]	['WP_033611986.1', 'WP_064578086.1', 'WP_069710576.1', 'WP_060677180.1', 'WP_065928800.1', 'YP_004888651.1', 'WP_129584142.1', 'WP_024002530.1', 'WP_063851488.1', 'WP_104795846.1', 'WP_047673708.1']	['AcrIIA7', 'orfX']	['GCF_001302645.1_ASM130264v1', 'GCF_001443645.1_ASM144364v1', 'GCF_001660025.1_ASM166002v1', 'GCF_001702175.1_ASM170217v1', 'GCF_002005385.2_ASM200538v2', 'GCF_002116955.1_ASM211695v1', 'GCF_002286275.1_ASM228627v1', 'GCF_002850015.1_ASM285001v1', 'GCF_002868775.1_ASM286877v1', 'GCF_002943545.1_ASM294354v1', 'GCF_003288195.1_ASM328819v1', 'GCF_003611015.1_ASM361101v1', 'GCF_004328745.1_ASM432874v1']	13	0.9230769230769231	0.07692307692307693	0.0	['PBSX family phage terminase large subunit', 'terminase small subunit']	7.034691443810096	['firmicutes']	['Lactobacillus']	178.53846153846155	0.0
WP_069710575.1	[]	['WP_069710575.1', 'WP_015380624.1']	['AcrIIA7']	['GCF_002116955.1_ASM211695v1', 'GCF_002286275.1_ASM228627v1', 'GCF_002868775.1_ASM286877v1']	3	1.0	0.0	0.0	['hypothetical protein']	4.33160400390625	['firmicutes']	['Lactobacillus']	65.0	0.0
WP_063490736.1	[]	['WP_056953070.1', 'WP_063490736.1', 'WP_015380494.1']	['AcrIIA7']	['GCF_002116955.1_ASM211695v1', 'GCF_002286275.1_ASM228627v1', 'GCF_003020005.1_ASM302000v1', 'GCF_003076435.1_ASM307643v1', 'GCF_003428355.1_ASM342835v1']	5	1.0	0.0	0.0	['hypothetical protein']	6.39573974609375	['firmicutes']	['Lactobacillus']	103.0	0.0
WP_003642801.1	[]	['YP_004890127.1', 'WP_102124399.1', 'WP_003642801.1']	['AcrIIA7']	['GCF_002116955.1_ASM211695v1', 'GCF_002286275.1_ASM228627v1', 'GCF_002868775.1_ASM286877v1', 'GCF_003020005.1_ASM302000v1', 'GCF_003076435.1_ASM307643v1', 'GCF_003428355.1_ASM342835v1']	6	1.0	0.0	0.0	['', 'hypothetical protein']	8.6580810546875	['firmicutes']	['Lactobacillus']	172.0	0.0
WP_003658164.1	[]	['WP_003658164.1', 'WP_120672592.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971325.1_ASM397132v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	4	1.0	0.0	0.0	['hypothetical protein']	5.11627197265625	['g-proteobacteria']	['Moraxella']	80.0	0.0
WP_063454195.1	[]	['WP_003658163.1', 'WP_063454195.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971325.1_ASM397132v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	4	1.0	0.0	0.0	['hypothetical protein']	5.1619873046875	['g-proteobacteria']	['Moraxella']	116.5	0.0
WP_063454194.1	[]	['WP_049149154.1', 'WP_003673851.1', 'WP_063454194.1', 'WP_120672591.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971285.1_ASM397128v1', 'GCF_003971325.1_ASM397132v1', 'GCF_003971345.1_ASM397134v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	6	1.0	0.0	0.0	['glutamate 5-kinase', 'hypothetical protein']	4.230916341145833	['g-proteobacteria']	['Moraxella']	116.66666666666667	0.0
WP_063454193.1	[]	['WP_049149156.1', 'WP_126670940.1', 'WP_063454193.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971285.1_ASM397128v1', 'GCF_003971325.1_ASM397132v1', 'GCF_003971345.1_ASM397134v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	6	1.0	0.0	0.0	['HK97 gp10 family phage protein']	9.04083251953125	['g-proteobacteria']	['Moraxella']	115.0	0.0
WP_003669653.1	[]	['WP_003658158.1', 'WP_003669653.1', 'WP_003659811.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971285.1_ASM397128v1', 'GCF_003971325.1_ASM397132v1', 'GCF_003971345.1_ASM397134v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	6	1.0	0.0	0.0	['hypothetical protein']	10.183858235677084	['g-proteobacteria']	['Moraxella']	66.0	0.0
WP_049166895.1	[]	['WP_049149158.1', 'WP_049166895.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971285.1_ASM397128v1', 'GCF_003971325.1_ASM397132v1', 'GCF_003971345.1_ASM397134v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	6	1.0	0.0	0.0	['hypothetical protein']	8.770894368489584	['g-proteobacteria']	['Moraxella']	128.0	0.0
WP_063454192.1	[]	['WP_003671030.1', 'WP_063454192.1', 'WP_049166894.1', 'WP_126705095.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971285.1_ASM397128v1', 'GCF_003971325.1_ASM397132v1', 'GCF_003971345.1_ASM397134v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	6	1.0	0.0	0.0	['DUF2829 domain-containing protein', 'hypothetical protein']	5.079386393229167	['g-proteobacteria']	['Moraxella']	302.0	0.0
WP_063454191.1	[]	['WP_049166893.1', 'WP_049158098.1', 'WP_063454191.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971285.1_ASM397128v1', 'GCF_003971325.1_ASM397132v1', 'GCF_003971345.1_ASM397134v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	6	1.0	0.0	0.0	['hypothetical protein']	5.010599772135417	['g-proteobacteria']	['Moraxella']	153.0	0.0
WP_003665929.1	[]	['WP_003665929.1', 'WP_049166892.1', 'WP_049149164.1', 'WP_126671064.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_003971285.1_ASM397128v1', 'GCF_003971325.1_ASM397132v1', 'GCF_003971345.1_ASM397134v1', 'GCF_003971365.1_ASM397136v1', 'GCF_900476075.1_49595_F01']	6	1.0	0.0	0.0	['hypothetical protein']	4.86328125	['g-proteobacteria']	['Moraxella']	80.5	0.0
WP_003660048.1	[]	['WP_003660048.1']	['AcrIIA7']	['GCF_003971325.1_ASM397132v1', 'GCF_003971365.1_ASM397136v1']	2	1.0	0.0	0.0	['hypothetical protein']	6.96624755859375	['g-proteobacteria']	['Moraxella']	294.0	0.0
WP_003661679.1	[]	['WP_003661679.1']	['AcrIIA7']	['GCF_003971325.1_ASM397132v1', 'GCF_003971365.1_ASM397136v1']	2	1.0	0.0	0.0	['hypothetical protein']	9.42645263671875	['g-proteobacteria']	['Moraxella']	60.0	0.0
WP_126671065.1	[]	['WP_126671065.1']	['AcrIIA7']	['GCF_003971325.1_ASM397132v1', 'GCF_003971365.1_ASM397136v1']	2	1.0	0.0	0.0	['hypothetical protein']	4.93646240234375	['g-proteobacteria']	['Moraxella']	278.0	0.0
WP_051926237.1	[]	['WP_051926237.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_900476075.1_49595_F01']	2	1.0	0.0	0.0	['hypothetical protein']	8.78900146484375	['g-proteobacteria']	['Moraxella']	231.0	0.0
WP_051926236.1	[]	['WP_051926236.1']	['AcrIIA7']	['GCF_002073215.2_ASM207321v2', 'GCF_900476075.1_49595_F01']	2	1.0	0.0	0.0	['hypothetical protein']	6.20172119140625	['g-proteobacteria']	['Moraxella']	161.0	0.0
WP_001980913.1	[]	['WP_001980913.1', 'WP_067210028.1']	['AcrIIA7']	['GCF_000789315.1_ASM78931v1', 'GCF_000832805.1_ASM83280v1', 'GCF_001590685.1_ASM159068v1']	3	0.3333333333333333	0.6666666666666666	0.0	['hypothetical protein']	5.118998209635417	['firmicutes']	['Bacillus', 'Sporosarcina']	133.33333333333334	0.0
WP_001980911.1	[]	['WP_001980911.1', 'WP_067210031.1']	['AcrIIA7']	['GCF_000789315.1_ASM78931v1', 'GCF_000832805.1_ASM83280v1', 'GCF_001590685.1_ASM159068v1']	3	0.3333333333333333	0.6666666666666666	0.0	['hypothetical protein']	8.440775553385416	['firmicutes']	['Bacillus', 'Sporosarcina']	80.0	0.0
WP_001980906.1	[]	['WP_001980906.1']	['AcrIIA7']	['GCF_000789315.1_ASM78931v1', 'GCF_000832805.1_ASM83280v1']	2	0.0	1.0	0.0	['hypothetical protein']	4.85345458984375	['firmicutes']	['Bacillus']	216.0	0.0
WP_033691940.1	[]	['WP_033691940.1']	['AcrIIA7']	['GCF_000789315.1_ASM78931v1', 'GCF_000832805.1_ASM83280v1']	2	0.0	1.0	0.0	['hypothetical protein']	5.88739013671875	['firmicutes']	['Bacillus']	92.0	0.0
WP_001317493.1	[]	['WP_001317493.1']	['AcrIIA7', 'lys2']	['GCF_000047365.1_ASM4736v1', 'GCF_000834295.1_ASM83429v1', 'GCF_002302315.1_ASM230231v1', 'GCF_003956185.1_ASM395618v1', 'GCF_003956205.1_ASM395620v1', 'GCF_003956325.1_ASM395632v1', 'GCF_003956485.1_ASM395648v1']	7	1.0	0.0	0.0	['AAA family ATPase', 'transposase']	9.21893310546875	['E. coli', 'enterobacteria']	['Escherichia', 'Yersinia']	260.0	0.0
WP_000255944.1	[]	['WP_000255944.1', 'WP_001356151.1']	['AcrIIA7', 'lys2']	['GCF_000047365.1_ASM4736v1', 'GCF_000834295.1_ASM83429v1', 'GCF_002302315.1_ASM230231v1', 'GCF_003956185.1_ASM395618v1', 'GCF_003956205.1_ASM395620v1', 'GCF_003956325.1_ASM395632v1', 'GCF_003956485.1_ASM395648v1']	7	1.0	0.0	0.0	['IS21 family transposase', 'IS21 family transposase IS100']	9.670296805245536	['E. coli', 'enterobacteria']	['Escherichia', 'Yersinia']	340.0	0.0
WP_011192267.1	['AcrIIA7']	['WP_025383641.1', 'WP_011192267.1', 'WP_098904612.1']	['AcrIIA7']	['GCF_000047365.1_ASM4736v1', 'GCF_000582515.1_ASM58251v1', 'GCF_000834295.1_ASM83429v1', 'GCF_002591095.1_ASM259109v1']	4	1.0	0.0	0.0	['DUF2829 domain-containing protein']	4.814239501953125	['enterobacteria']	['Yersinia']	146.0	0.0
WP_025383640.1	[]	['WP_057634099.1', 'WP_073528010.1', 'WP_047578224.1', 'WP_025383640.1', 'YP_008126029.1']	['AcrIIA7', 'lys2']	['GCF_000047365.1_ASM4736v1', 'GCF_000582515.1_ASM58251v1', 'GCF_000834295.1_ASM83429v1', 'GCF_000907735.1_ViralProj209073', 'GCF_001901065.1_ASM190106v1', 'GCF_001901105.1_ASM190110v1', 'GCF_002209205.2_ASM220920v2', 'GCF_002591095.1_ASM259109v1']	9	0.8888888888888888	0.0	0.1111111111111111	['hypothetical protein']	6.818773057725695	['E. coli', 'enterobacteria', 'viruses']	['Alteromonas', 'Escherichia', 'Salmonella', 'Yersinia']	61.77777777777778	0.0
WP_011192266.1	[]	['WP_060437573.1', 'WP_004953511.1', 'WP_064798901.1', 'WP_011192266.1', 'WP_025383639.1', 'WP_060659612.1', 'WP_098904613.1', 'WP_033646504.1']	['AcrIIA7', 'lys2']	['GCF_000047365.1_ASM4736v1', 'GCF_000176835.2_ASM17683v2', 'GCF_000582515.1_ASM58251v1', 'GCF_000834295.1_ASM83429v1', 'GCF_001280365.1_ASM128036v1', 'GCF_001663135.1_ASM166313v1', 'GCF_002591095.1_ASM259109v1', 'GCF_002996885.1_ASM299688v1', 'GCF_003071565.1_ASM307156v1', 'GCF_900637965.1_53990_D02']	10	1.0	0.0	0.0	['DUF2570 domain-containing protein', 'hypothetical protein', 'lysozyme']	7.751123046875	['enterobacteria']	['Serratia', 'Yersinia']	174.4	0.0
WP_011192263.1	[]	['WP_098904616.1', 'WP_025383637.1', 'WP_011192263.1']	['AcrIIA7']	['GCF_000047365.1_ASM4736v1', 'GCF_000582515.1_ASM58251v1', 'GCF_000834295.1_ASM83429v1', 'GCF_002591095.1_ASM259109v1']	4	1.0	0.0	0.0	['hypothetical protein']	9.0015869140625	['enterobacteria']	['Yersinia']	269.0	0.0
WP_081761375.1	[]	['WP_081761375.1']	['AcrIIA7']	['GCF_000582515.1_ASM58251v1']	1	1.0	0.0	0.0	['hypothetical protein']	6.91961669921875	['enterobacteria']	['Yersinia']	240.0	0.0
WP_011192262.1	[]	['WP_011192262.1']	['AcrIIA7']	['GCF_000047365.1_ASM4736v1', 'GCF_000834295.1_ASM83429v1']	2	1.0	0.0	0.0	['VRR-NUC domain-containing protein']	9.32122802734375	['enterobacteria']	['Yersinia']	152.0	0.0
WP_050128217.1	[]	['WP_104457339.1', 'WP_103279709.1', 'WP_014832159.1', 'WP_050128217.1']	['AcrIIA7', 'Lys1', 'lys2']	['GCF_000047365.1_ASM4736v1', 'GCF_000235765.1_ASM23576v3', 'GCF_000834295.1_ASM83429v1', 'GCF_002903065.1_ASM290306v1', 'GCF_002934895.1_ASM293489v1']	5	1.0	0.0	0.0	['hypothetical protein']	5.54559326171875	['E. coli', 'enterobacteria']	['Enterobacter', 'Enterobacteriaceae', 'Escherichia', 'Yersinia']	71.2	0.0
WP_013554133.1	[]	['WP_013554133.1']	['AcrIIA7']	['GCF_000186245.1_ASM18624v1']	1	1.0	0.0	0.0	['hypothetical protein']	9.86236572265625	['e-proteobacteria']	['Nitratifractor']	217.0	0.0
WP_013554135.1	[]	['WP_013554135.1']	['AcrIIA7']	['GCF_000186245.1_ASM18624v1']	1	1.0	0.0	0.0	['hypothetical protein']	4.59906005859375	['e-proteobacteria']	['Nitratifractor']	110.0	0.0
WP_083799856.1	[]	['WP_083799856.1']	['AcrIIA7']	['GCF_000186245.1_ASM18624v1']	1	1.0	0.0	0.0	['single-stranded DNA-binding protein']	9.75457763671875	['e-proteobacteria']	['Nitratifractor']	188.0	0.0
WP_013554137.1	[]	['WP_013554137.1']	['AcrIIA7']	['GCF_000186245.1_ASM18624v1']	1	1.0	0.0	0.0	['cell wall hydrolase/autolysin']	9.47943115234375	['e-proteobacteria']	['Nitratifractor']	186.0	0.0
